Country,Coffee type,Year,Consumed,Continent,Year_clean
Cuba,Arabica,2017/18,13200000,Central America,2017
Dominican Republic,Arabica/Robusta,2017/18,23400000,Central America,2017
Haiti,Arabica,2017/18,20400000,Central America,2017
Philippines,Robusta/Arabica,2017/18,190800000,Asia,2017
Tanzania,Arabica/Robusta,2017/18,5500020,Africa,2017
Zambia,Arabica,2017/18,0,Africa,2017
Cameroon,Robusta/Arabica,2017/18,4680000,Africa,2017
Central African Republic,Robusta,2017/18,1200000,Africa,2017
Colombia,Arabica,2017/18,107596260,South America,2017
Costa Rica,Arabica,2017/18,21200040,Central America,2017
Ivory Coast,Robusta,2017/18,19020000,Africa,2017
Congo,Robusta/Arabica,2017/18,12000000,Africa,2017
El Salvador,Arabica,2017/18,18000000,Central America,2017
Equatorial Guinea,Robusta,2017/18,0,Africa,2017
Ethiopia,Arabica,2017/18,218580000,Africa,2017
Gabon,Robusta,2017/18,30000,Africa,2017
Ghana,Robusta,2017/18,120000,Africa,2017
Guatemala,Arabica/Robusta,2017/18,23700000,Central America,2017
Guinea,Robusta,2017/18,3000000,Africa,2017
Guyana,Robusta,2017/18,540000,South America,2017
Honduras,Arabica,2017/18,22500000,Central America,2017
India,Robusta/Arabica,2017/18,88200000,Asia,2017
Jamaica,Arabica,2017/18,540000,Central America,2017
Kenya,Arabica,2017/18,3900000,Africa,2017
Laos,Robusta,2017/18,9300000,Asia,2017
Liberia,Robusta,2017/18,300000,Africa,2017
Mexico,Arabica/Robusta,2017/18,144000000,North America,2017
Nepal,Arabica,2017/18,0,Asia,2017
Nicaragua,Arabica,2017/18,13080000,Central America,2017
Nigeria,Robusta,2017/18,2400000,Africa,2017
Panama,Arabica,2017/18,4020000,Central America,2017
Sierra Leone,Robusta,2017/18,300000,Africa,2017
Sri Lanka,Robusta/Arabica,2017/18,2100000,Asia,2017
Thailand,Robusta/Arabica,2017/18,82500000,Asia,2017
Togo,Robusta,2017/18,15240,Africa,2017
Trinidad and Tobago,Robusta,2017/18,600000,Central America,2017
Uganda,Robusta/Arabica,2017/18,14688000,Africa,2017
Venezuela,Arabica,2017/18,96000000,South America,2017
Vietnam,Robusta/Arabica,2017/18,150000000,Asia,2017
Yemen,Arabica,2017/18,5400000,Asia,2017
Angola,Robusta/Arabica,2018/19,1800000,Africa,2018
Bolivia,Arabica,2018/19,3600000,South America,2018
Brazil,Arabica/Robusta,2018/19,1332000000,South America,2018
Burundi,Arabica/Robusta,2018/19,120000,Africa,2018
Ecuador,Arabica/Robusta,2018/19,9300000,South America,2018
Indonesia,Robusta/Arabica,2018/19,288000000,Asia,2018
Madagascar,Robusta,2018/19,22500000,Africa,2018
Malawi,Arabica,2018/19,60000,Africa,2018
Papua New Guinea,Arabica/Robusta,2018/19,120000,Oceania,2018
Paraguay,Arabica,2018/19,1200000,South America,2018
Peru,Arabica,2018/19,15000000,South America,2018
Rwanda,Arabica,2018/19,60000,Africa,2018
East Timor,Arabica,2018/19,29400,Asia,2018
Zimbabwe,Arabica,2018/19,240000,Africa,2018
Congo,Robusta,2018/19,180000,Africa,2018
Cuba,Arabica,2018/19,13200000,Central America,2018
Dominican Republic,Arabica/Robusta,2018/19,23400000,Central America,2018
Haiti,Arabica,2018/19,20700000,Central America,2018
Philippines,Robusta/Arabica,2018/19,198000000,Asia,2018
Tanzania,Arabica/Robusta,2018/19,5520000,Africa,2018
Zambia,Arabica,2018/19,0,Africa,2018
Cameroon,Robusta/Arabica,2018/19,4680000,Africa,2018
Central African Republic,Robusta,2018/19,1200000,Africa,2018
Colombia,Arabica,2018/19,107484600,South America,2018
Costa Rica,Arabica,2018/19,21900000,Central America,2018
Ivory Coast,Robusta,2018/19,19020000,Africa,2018
Congo,Robusta/Arabica,2018/19,12000000,Africa,2018
El Salvador,Arabica,2018/19,18000000,Central America,2018
Equatorial Guinea,Robusta,2018/19,0,Africa,2018
Ethiopia,Arabica,2018/19,221100000,Africa,2018
Gabon,Robusta,2018/19,30000,Africa,2018
Ghana,Robusta,2018/19,120000,Africa,2018
Guatemala,Arabica/Robusta,2018/19,23700000,Central America,2018
Guinea,Robusta,2018/19,3000000,Africa,2018
Guyana,Robusta,2018/19,540000,South America,2018
Honduras,Arabica,2018/19,22500000,Central America,2018
India,Robusta/Arabica,2018/19,88500000,Asia,2018
Jamaica,Arabica,2018/19,540000,Central America,2018
Kenya,Arabica,2018/19,4200000,Africa,2018
Laos,Robusta,2018/19,9300000,Asia,2018
Liberia,Robusta,2018/19,300000,Africa,2018
Mexico,Arabica/Robusta,2018/19,147000000,North America,2018
Nepal,Arabica,2018/19,0,Asia,2018
Nicaragua,Arabica,2018/19,13200000,Central America,2018
Nigeria,Robusta,2018/19,2400000,Africa,2018
Panama,Arabica,2018/19,4020000,Central America,2018
Sierra Leone,Robusta,2018/19,300000,Africa,2018
Sri Lanka,Robusta/Arabica,2018/19,2100000,Asia,2018
Thailand,Robusta/Arabica,2018/19,84000000,Asia,2018
Togo,Robusta,2018/19,15240,Africa,2018
Trinidad and Tobago,Robusta,2018/19,600000,Central America,2018
Uganda,Robusta/Arabica,2018/19,15000000,Africa,2018
Venezuela,Arabica,2018/19,93000000,South America,2018
Vietnam,Robusta/Arabica,2018/19,156000000,Asia,2018
Yemen,Arabica,2018/19,3900000,Asia,2018
Angola,Robusta/Arabica,2019/20,1800000,Africa,2019
Bolivia,Arabica,2019/20,3660000,South America,2019
Brazil,Arabica/Robusta,2019/20,1320000000,South America,2019
Burundi,Arabica/Robusta,2019/20,120000,Africa,2019
Ecuador,Arabica/Robusta,2019/20,8940000,South America,2019
Indonesia,Robusta/Arabica,2019/20,288360000,Asia,2019
Madagascar,Robusta,2019/20,22500000,Africa,2019
Malawi,Arabica,2019/20,60000,Africa,2019
Papua New Guinea,Arabica/Robusta,2019/20,120000,Oceania,2019
Paraguay,Arabica,2019/20,1200000,South America,2019
Peru,Arabica,2019/20,15000000,South America,2019
Rwanda,Arabica,2019/20,60000,Africa,2019
East Timor,Arabica,2019/20,29400,Asia,2019
Zimbabwe,Arabica,2019/20,240000,Africa,2019
Congo,Robusta,2019/20,180000,Africa,2019
Cuba,Arabica,2019/20,12960000,Central America,2019
Dominican Republic,Arabica/Robusta,2019/20,22620000,Central America,2019
Haiti,Arabica,2019/20,20700000,Central America,2019
Philippines,Robusta/Arabica,2019/20,195000000,Asia,2019
Tanzania,Arabica/Robusta,2019/20,5700000,Africa,2019
Zambia,Arabica,2019/20,0,Africa,2019
Cameroon,Robusta/Arabica,2019/20,4620000,Africa,2019
Central African Republic,Robusta,2019/20,1200000,Africa,2019
Colombia,Arabica,2019/20,121486440,South America,2019
Costa Rica,Arabica,2019/20,21120000,Central America,2019
Ivory Coast,Robusta,2019/20,19020000,Africa,2019
Congo,Robusta/Arabica,2019/20,11880000,Africa,2019
El Salvador,Arabica,2019/20,17520000,Central America,2019
Equatorial Guinea,Robusta,2019/20,0,Africa,2019
Ethiopia,Arabica,2019/20,226860000,Africa,2019
Gabon,Robusta,2019/20,30000,Africa,2019
Ghana,Robusta,2019/20,120000,Africa,2019
Guatemala,Arabica/Robusta,2019/20,23580000,Central America,2019
Guinea,Robusta,2019/20,3000000,Africa,2019
Guyana,Robusta,2019/20,540000,South America,2019
Honduras,Arabica,2019/20,21000000,Central America,2019
India,Robusta/Arabica,2019/20,87000000,Asia,2019
Jamaica,Arabica,2019/20,540000,Central America,2019
Kenya,Arabica,2019/20,4290000,Africa,2019
Laos,Robusta,2019/20,9420000,Asia,2019
Liberia,Robusta,2019/20,300000,Africa,2019
Mexico,Arabica/Robusta,2019/20,145500000,North America,2019
Nepal,Arabica,2019/20,0,Asia,2019
Nicaragua,Arabica,2019/20,12600000,Central America,2019
Nigeria,Robusta,2019/20,2400000,Africa,2019
Panama,Arabica,2019/20,4020000,Central America,2019
Sierra Leone,Robusta,2019/20,300000,Africa,2019
Sri Lanka,Robusta/Arabica,2019/20,2100000,Asia,2019
Thailand,Robusta/Arabica,2019/20,84000000,Asia,2019
Togo,Robusta,2019/20,15600,Africa,2019
Trinidad and Tobago,Robusta,2019/20,600000,Central America,2019
Uganda,Robusta/Arabica,2019/20,15240000,Africa,2019
Venezuela,Arabica,2019/20,76500000,South America,2019
Vietnam,Robusta/Arabica,2019/20,159000000,Asia,2019
Yemen,Arabica,2019/20,3840000,Asia,2019
